% !TEX encoding = utf8
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%%
%% Encoding check:
%%   ä  ö  ü  Ä  Ö  Ü  ß  á  é  í  ó  ú  à  è  ì  ò  ù  â  ê  î  ô  û
%%
%%   If the above contains rubbish, please re-open this file using
%%   the CORRECT encoding.  By default this is UTF-8.
%%   DO NOT save the file in this case!
%%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%
% author.txt:
%   Defines shortcuts for authors.
%   NOTE: NEVER use names for authors
%         in your BibTeX item! Always use the ones in here, or
%         add it if necessary.
%   NOTE: If you add a new shortcut, add it at the right place meaning
%         sorted lexicographially!
%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
% author names
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

% A %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

Aasa	Aasa, Anto
Pennoni	Pennoni, Fulvia
Pensa	Pensa, Stefano
Pentland	Pentland, Alex
Perdok	Perdok, Jan
Perdue	Perdue, Richard R.
Pereira	Pereira, M. V. F.
PereiraF	Pereira, Francisco Camara
PereiraFC	Pereira, Francisco C.
Perez	Peréz, B.
PerezC	Perez, C.
PerezD	Perez, Diane
PerezL	Pérez-Lombard, Luis
PerezR	Perez, Rafael A.
PerezZuriaga	Pérez Zuriaga, Ana M.
Perincherry	Perincherry, Vijay
Perkins	Perkins, Alan
PerkinsD	PerkinsD, David D.
Permain	Permain, D
Perrels	Perrels, Adriaan
Perret	Perret, Fabienne
Perrone	Perrone, Michael Peter
Perry	Perry, Ronald W.
Peter	Peter, Christoph
Peters	Peters, Anja
PetersB	Peter, Brett A.
Petersen	Petersen, Eric
PetersenM	Petersen, Markus
PetersenT	Petersen, Tom
Peterson	Peterson, Steven K.
Petty	Petty, M. D.
Pfadenhauer	Pfadenhauer, Michaela
Pfahringer	Pfahringer, Bernhard
Pfeiffer	Pfeiffer, Manfred
Pfeifhofer	Pfeifhofer, Yannick
Pfister	Pfister, H.-R.
Pfisterer	Pfisterer, Steven
Pfriem	Pfriem, Reinhard
Pfromer	Pfromer, Julius
Phang	Phang, Sock-Yong
Phillips	Phillips, Andrew
Phipps	Phipps, Alan G.
Phleps	Phleps, Peter
Phoon	Phoon, K. K.
Picard	Picard, Nathalie
Pick	Pick, G. W.
Pickl	Pickl, S.
Picklesimer	Picklesimer, David D.
Picone	Picone, Gabriel A.
Picornell	Picornell, Miguel
Picou	Picou, J. Steven
Pidd	Pidd, Michael
Pierskalla	Pierskalla, William P.
Pieters	Pieters, Marits
Pigou	Pigou, Arthur C.
Pikora	Pikora, Terri J.
Pilch	Pilch, M.
Pillat	Pillat, Juliane
PilliSihvola	Pilli-Sihvola, Karoliina
Pinar	Pinar, Ali
Pinjari	Pinjari, Abdul Rawoof
PinjariAR	Pinjari, A. R.
Pinkofsky	Pinkofsky, Lutz
Pitaksringkarn	Pitaksringkarn, Ladda
Pitfield	Pitfield, D.
Pitt	Pitt, Sonia
Pittman	Pittman, Jennifer
Pittock	Pittock, A. B.
Pitts	Pitts, T. C.
Pitz	Pitz, Gordon F.
Pitzinger	Pitzinger, Peter
Planatscher	Planatscher, Hannes
Plasmeijer	Plasmeijer, Ronald
Platt	Platt, Robert W.
Plaue	Plaue, Matthias
Plotz	Plotz, Joseph
Plum	Plum, Alexander
Poeck	Poeck, M.
Poeschel	Pöschel, Thorsten
PohlmannT	Pohlmann, Tobias
Polak	Polak, John W.
PolakJ	Polak, J.
Poletti	Poletti, Flavio
Poll	Poll, Martina
Pollack	Pollack, Jordan B.
Pollak	Pollak, Robert A.
PollakHO	Pollak, H.O.
Polydoropoulou	Polydoropoulou, Amalia
Poncela	Poncela, Pilar
Pons	Pons, Frank
Pontil	Pontil, Massimiliano
Ponzoni	Ponzoni, Ignacio
Poortinga	Poortinga, Wouter
Poorzahedy	Poorzahedy, Hossain
Popkowskileszczyc	Popkowski Leszczyc, Peter T.L.
Popovici	Popovici, Elena
Poppelreuter	Poppelreuter, Stefan
Porta	Porta, Sergio
PortaNova	Porta Nova, Acacio M. O.
Portnov	Portnov, B. A.
Portugali	Portugali, Y.
Posdnoukhov	Posdnoukhov, A.
Pospischil	Pospischil, Andreas
Postrel	Postrel, Steven
Potoglou	Potoglou, Dimitris
Potter	Potter, Stephen
PotterR	Potter, R.B.
Poudenx	Poudenx, Pascal
Pout	Pout, Christine
Powell	Powell, Warren B.
PowellMJD	Powell, Michael J. D.
Power	Power, Sinead
Pownall	Pownall, C. E.
Pozdnouhkov	Pozdnouhkov, A.
Pozdnoukhov	Pozdnoukhov, A.
Pozsgay	Pozsgay, Michael A.
Prabaharan	Prabaharan, N.
Prakasam	Prakasam, S.
Prasad	Prasad, Christine
PrasadK	Prasad, Karan
Prashker	Prashker, J. N.
Prassas	Prassas, Elena S.
Prastacos	Prastacos, G.
Prather	Prather, Paul J.
Prato	Prato, Carlo Giacomo
Prayag	Prayag, Girish
Predtechenskii	Predtechenskii, V. M.
Preparata	Preparata, F. P.
Press	Press, William H.
Preston	Preston, John
Prettenthaler	Prettenthaler, Franz E.
Prevedouros	Prevedouros, Panos D.
Price	Price, Leah
Primerano	Primerano, F.
Prismerano	Prismerano, Frank
Pritchard	Pritchard, David R.
Pritchett	Pritchett, Amy
Pronello	Pronello, Christina
Proost	Proost, Stef
Propp	Propp, James Gary
Prost	Prost, Sebastian
Prusinkiewicz	Prusinkiewicz, Przemyslaw
Pudney	Pudney, S.
Puerckhauer	Puerckhauer, Anne
Puffe	Puffe, Enrico
Pujolle	Pujolle, Guy
Pukelsheim	Pukelsheim, Friedrich
Pullen	Pullen, Stephen
Pulugurta	Pulugurta, Vasmi
Pursula	Pursula, M.
Purwanto	Purwanto, Joko
Putman	Putman, S. H.
Puzicha	Puzicha, J.
Pyo	Pyo, Jong-Sun


% Q %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

Qiang	Qiang, Wu
Qiao	Qiao, Jianhong
QiaoG	Qiao, Ge
Qin	Qin, Xiao
Qu	Qu, Hailin
QuH	Qu, Huamin
QuZ	Qu, Zehui
Quandt	Quandt, Sylvia
Quarantelli	Quarantelli, Enrico Louis
Quddus	Quddus, Mohammed A.
Queck	Queck, S. T.
Quigley	Quigley, John M.
Quinet	Quinet, Emile

% R %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

Rabin	Rabin, Matthew
Rabinowicz	Rabinowicz, Andres
RadcliffeBrown	Radcliffe-Brown, Alfred Reginald
Radwan	Radwan, Essam
Raffel	Raffel, Wolf-Ulrich
Raftery	Raftery, Adrian E.
Ragland	Ragland, David R.
Rahbee	Rahbee, Adam
Rahman	Rahman, A.
Rahoual	Rahoual, Malek
Rai	Rai, Rohit K.
Rajagopal	Rajagopal, K. R.
Rajagopalan	Rajagopalan, Bharath S.
Rajiwade	Rajiwade, Swapnil S.
Rakha	Rakha, Hesham
RalevicDekic	Ralevic-Dekic, Biljana
RalstonA	Ralston, Anthony
Ramadurai	Ramadurai, Gitakrishnan
Ramalingam	Ramalingam, G.
Ramasamy	Ramasamy, Shankar
Ramasco	Ramasco, José Juan
Ramaswamy	Ramaswamy, R.
Rambaldi	Rambaldi, Sandro
Ramjerdi	Ramjerdi, F.
Ramming	Ramming, M. Scott
Ramos	Ramos, B. T.
Ran	Ran, Bin
Rand	Rand, L.
Raney	Raney, Bryan
Ranganathan	Ranganathan, S.
Range	Range, Michael
Ranjan	Ranjan, Gyan
Ranjitkar	Ranjitkar, Prakash
Rao	Rao, Anand S.
RaoQ	Rao, Qian
Raphael	Raphael, Bertram
Rapisarda	Rapisarda, A.
Rapkin	Rapkin, C.
Rapolu	Rapolu, Sujith Reddy
Rapone	Rapone, M.
Rapoport	Rapoport, Amnon
Rasheed	Rasheed, A
Rashidi	Rashidi, Taha H.
Rasmussen	Rasmussen, Steen
RasmussenC	Rasmussen, Carl Edward
RasmussenT	Rasmussen, Thomas K.
Rasouli	Rasouli, Soora
Rassia	Rassia, M.
RassiaST	Rassia, Stamatina Th.
Rassias	Rassias, Themistocles M.
Rathi	Rathi, Ajay K.
Ratliff	Ratliff, Donald H.
Ratti	Ratti, Carlo
Ratto	Ratto, Marco
Rau	Rau, Ursula
Raubal	Raubal, M.
Rauh	Rauh, Jürgen
Raux	Raux, Charles
Ravasz	Ravasz, E.
Raveau	Raveau, Sebastián
Raviv	Raviv, Tal
Ray	Ray, Markus
Raychev	Raychev, Veselin
Read	Read, C. B.
ReadS	Read, Stephen
Rebmann	Rebmann, Kathrin
Rechenberg	Rechenberg, Ingo
Recker	Recker, Wilfred W.
Reddy	Reddy, Prasuna D.
Redmond	Redmond, L. S.
Redon	Redon, M. S.
Reed	Reed, Thomas B.
Reeds	Reeds, James A.
Rees	Rees, P. H.
Reeves	Reeves, Anthony P.
Rege	Rege, M.
Reggiani	Reggiani, Aura
Regler	Regler, M.
Rehrl	Rehrl, Karl
Reick	Reick, Christian H.
Reid	Reid, Fred A.
Reilly	Reilly, W. J.
ReillyED	Reilly, Edwin D.
Reintinger	Reintinger, Christine
Reisinger	Reisinger, Andy
Reka	Reka, A.
Remmel	Remmel, Tarmo K.
Renard	Renard, Aline
Rennard	Rennard, Jean-Philippe
Rentfrow	Rentfrow, Peter J
Reps	Reps, Thomas
Rerat	Rérat, Guillaume
Resende	Resende, Mauricio G. C.
Resosudarmo	Resosudarmo, Budy P.
Reusser	Reusser, Dominik
Reutemann	Reutemann, Peter
Reutterer	Reutterer, Thomas
Reynolds	Reynolds, D. R.
Reznikova	Reznikova, Lena
Rhee	Rhee, Hongjai
Rhodes	Rhodes, Lisa
Rhoten	Rhoten, Ronald P.
Ricardo	Ricardo, David
Ricciato	Ricciato, Fabio
Rice	Rice, Patricia
Rich	Rich, Jeppe
Richard	Richard, Jean-Philippe
Richards	Richards, F. J.
Richardson	Richardson, J.
RichardsonA	Richardson, A.
RichardsonAJ	Richardson, Anthony J.
RichardsonH	Richardson, Harry W.
Richter	Richter, Klaus
Rickert	Rickert, Marcus
Ridley	Ridley, David B.
Rieder	Rieder, Markus
Rieken	Rieken, P.
Rieser	Rieser, Marcel
RieserSchuessler	Rieser-Schüssler, Nadine
Rietveld	Rietveld, P.
Rikus	Rikus, Simon
Rilett	Rilett, L. R.
Riley	Riley, Michael
Rinaldo	Rinaldo, Alessandro
Rindsfueser	Rindsfüser, Guido
Rindt	Rindt, Craig R.
RinnooyKan	Rinnooy Kan, A. H. G.
Rips	Rips, Lance J.
Rivera	Rivera, Jorge
Robbins	Robbins, M.
RobbinsH	Robbins, H.
Roberts	Roberts, J. H.
Robin	Robin, Marina
Robins	Robins, Gabriel
RobinsG	Robins, Garry
Robinson	Robinson, R. V. F.
RobinsonD	Robinson, Darren
RobinsonS	Robinson, Stewart
Robuste	Robuste, F.
RocaRiu	Roca-Riu, Mireia
Rocha	Rocha, Joao M.
Rockenbach	Rockenbach, Bettina
Roden	Roden, David
Rodier	Rodier, C. J.
Rodric	Rodric, F.
Rodrigues	Rodrigues, Filipe
Rodriguez	Rodriguez, Daniel A.
Roederer	Röderer, Kathrin
Roenz	Rönz, Bernd
Roeschel	Röschel, G.
Roess	Roess, Roger P.
Rofe	Rofé, Yodan
Rofique	Rofique, Josi
Rogers	Rogers, David S.
RogersEM	Rogers, Everett M.
Rogsch	Rogsch, Christian
Rohr	Rohr, C.
Rohrer	Rohrer, Matt W.
Rohrmann	Rohrmann, Bernd
Rojey	Rojey, Laurent
Rolle	Rolle, Stephen S.
Roller	Roller, Katrin
RollerK	Roller, K.
Romanus	Romanus, J.
RomeE	Rome, Erich
Romeijn	Romeijn, H. Edwin
Ronald	Ronald, Nicole
Roorda	Roorda, Matthew J.
Roos	Roos, Teemu
Roose	Roose, Antti
Root	Root, G. S.
Rose	Rose, John M.
RoseB	Rose, Bill
Rosen	Rosen, Sherwin
Rosengren	Rosengren, Karl Erik
Rosetti	Rosetti, M. D.
Rossera	Rossera, F.
Rossetti	Rossetti, Rosaldo J. F.
RossettiM	Rossetti, Manuel D.
Rossi	Rossi, Thomas F.
RossiP	Rossi, Peter E.
RossiPH	Rossi, Peter Henry
Rost	Rost, Jan-Michael
Roth	Roth, Achim
Rothenfluh	Rothenfluh, Marco
Rothengatter	Rothengatter, Werner
Rotheram	Rotheram, Jonathon
Rotstan	Rotstan, Neil
Roughan	Roughan, Matthew
Roughgarden	Roughgarden, Tim
Roumier	Roumier, Benoit
Rouphail	Rouphail, Nagui M.
Rousseau	Rousseau, Guy
RousseauJJ	Rousseau, Jean Jacques
RousseauL	Rousseau, Louis-Martin
Rousseeuw	Rousseeuw, P.J.
Rouwendal	Rouwendal, Jan
Roux	Roux, Sophie
Rowland	Rowland, James R.
RowlandJ	Rowland, J.
Rowse	Rowse, John
Rozenberg	Rozenberg, Grzegorz
Rubin	Rubin, Donald B.
Rubner	Rubner, Yossi
Ruck	Ruck, B.
Rudel	Rudel, Roman
Rudinger	Rudinger, Georg
Rudloff	Rudloff, Christian
Rudova	Rudova, Hana
Ruedy	Ruedy, R.
Ruemenapp	Rümenapp, Jens
Ruiter	Ruiter, E. R.
RuizCastillo	Ruiz-Castillo, Javier.
Ruiz	Ruíz, Tomas
Russell	Russell, Stuart J.
RussellE	Russell, Edward C.
RussellJ	Russell, James A.
RussellR	Russell, Robert
Russo	Russo, F.
Rutherford	Rutherford, Thomas F.
RutherfordR	Rutherford, Ronald C.
Rutter	Rutter, Carolyn M.
Ruxton	Ruxton, Graeme D.
Ryan	Ryan, Justin
RyanC	Ryan, Clare
Rye	Rye, Tom
Ryser	Ryser, Fabio

% S %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

Saad	Saad, Rachid
Saadi	Saadi, I.
Sabatella	Sabatella, G.
Sabina	Sabina, Erik E.
Sachs	Sachs, Natalie J.
Sadek	Sadek, Adel W.
Saeednia	Saeednia, Mahnam
Saelensminde	Saelensminde, K.
Saerndal	Särndal, Carl-Erik
Saetermo	Saetermo, I.
Safe	Safe, Martín
Saffarzadeh	Saffarzadeh, Mahmoud
Safi	Safi, Hamid
Safirova	Safirova, Elena
Safwat	Safwat, K. N. A.
Sagebiel	Sagebiel, Julian
Sahgal	Sahgal, Anna
Saigusa	Saigusa, Tetsu
Saisana	Saisana, Michaela
Sakalauskas	Sakalauskas, Leonidas
Sakamoto	Sakamoto, Y.
Sakoda	Sakoda, J. M.
Sala	Sala, Marcel
SalaA	Sala, Alessandra
Salat	Salat, Serge
Salcido	Salcido, Alejandro
Saleh	Saleh, W.
SalomonI	Salomon, I.
Salermo	Salermo, John J.
Saltelli	Saltelli, Andrea
Salomaa	Salomaa, Arto
Salomon	Salomon, Ilan
Salonen	Salonen, Maria
Saluveer	Saluveer, Erki
Salvini	Salvini, P. A.
SalviniMM	Salvini, M. M.
Samaga	Samaga, Uta
Sammer	Sammer, Gerd
SammerK	Sammer, Katharina
Samstad	Samstad, H.
Samuels	Samuels, Tom
Sana	Sana, Bhargava
Sanchez	Sanchez, S. M.
SanchezB	Sanchez, Breogan
SanchisGuarner	Sanchis-Guarner, Rosa
Sander	Sander, J.
Sanders	Sanders, Peter
SandersP	Sanders, P.
Sands	Sands, Sean
Saner	Saner, D.
SanfordBernhardt	Sanford Bernhardt, Kristen L.
Sankoff	Sankoff, D.
Sanni	Sanni, Taiwo
Santen	Santen, L.
Santiago	Santiago, Alberto J.
Santos	Santos, Georgina
SantosB	Santos, Bruno
SantosCosta	Santos Costa, Maria Emilia O.
SantosJ	Santos, Jorge
Sapiezynski	Sapiezynski, Piotr
Saquib	Saquib, Sarfaraz
Sarasua	Sarasua, Wayne
Sardesai	Sardesai, R.
Saricks	Saricks, Christopher L.
Sarigoellue	Sarigöllü, Emine
Sarlas	Sarlas, Georgios
Sasaki	Sasaki, Kuniaki
Sasic	Sasic, C.
Sasidharan	Sasidharan, Lekshmi
Sato	Sato, M.
Sauer	Sauer, A.
Saunders	Sanders, H. D.
Sautory	Sautory, Olivier
Savage	Savage, David A.
Savarino	Savarino, James E.
Sayed	Sayed, Tarek
Sazonov	Sazonov, Edward S.
Sbayti	Sbayti, Hayssam
Scagnolari	Scagnolari, Stephano
Scaparra	Scaparra, Maria P.
Scarpa	Scarpa, Riccardo
Scelatto	Scellato, S.
Scellato	Scellato, Salvatore
Schaap	Schaap, Nina
Schad	Schad, Helmut
Schadschneider	Schadschneider, Andreas
Schaefer	Schäfer, Karl Heinz
SchaeferA	Schaefer, Andreas
Schaub	Schaub, H.
Scheiner	Scheiner, Joachim
Scellato Scellato, Salvatore
Schelling	Schelling, Thomas C.
Schenk	Schenk, Tilman A.
SchenkA	Schenk, Anais
Schenker	Schenker, N. S.
Scherer	Scherer, Milena
SchererR	Scherer, Roland
Scherr	Scherr, W.
Schieffer	Schieffer, S. V.
Schiffer	Schiffer, Robert G.
Schiffmann	Schiffmann, Frank
Schil	Schil, Micka{\"e}l R.J.
Schildbach	Schildbach, Georg
SchillaciMA	Schillaci, Michael A.
SchillaciME	Schillaci, Mario E.
Schiller	Schiller, Christian
SchillerF	Schiller, Frank
Schilling	Schilling, Heiko
Schilter	Schilter, René
Schimmels	Schimmels, Stefan
Schipper	Schipper, Lee
Schirmer	Schirmer, Patrick M.
Schlaich	Schlaich, Johannes
Schlechtner	Schlechtner, Katja
Schleiffer	Schleiffer, Ralf
Schlich	Schlich, Robert
Schlossberg	Schlossberg, Marc
Schlurmann	Schlurmann, Thorsten
Schmeck	Schmeck, Hartmut
Schmid	Schmid, Basil
Schmidt	Schmidt, M.
SchmidtC	Schmidt, Charles G.
SchmidtEM	Schmidt, Erik Meineche
SchmidtJ	Schmidt, J.
SchmidtKM	Schmidt, Klaus M.
SchmidtN	Schmidt, N.
Schmied	Schmied, Martin
Schmiedel	Schmiedel, R.
Schmitt	Schmitt, Gerhard
SchmittL	Schmitt, Laura
Schmittlein	Schmittlein, David C.
Schmoecker	Schmöcker, Jan-Dirk
Schmude	Schmude, Juergen
Schmuecker	Schm{\"u}cker, Dirk
Schmutz	Schmutz, Simon
Schnabel	Schnabel, Werner
Schneebeli	Schneebeli, Hannes
Schneider	Schneider, Adrian
SchneiderCM	Schneider, Christian M.
SchneiderJ	Schneider, Jürgen
SchneiderR	Schneider, Rainer
SchneiderRJ	Schneider, Robert James
SchneiderS	Schneider, S. H.
SchneiderSQ	Schneider, Sebastian
SchneiderT	Schneider, T.
Schneiderbauer	Schneiderbauer, S.
Schnittger	Schnittger, S.
Schoch	Schoch, Ch.
Schoeller	Schöller, Oliver
Schoenfelder	Schönfelder, Stefan
Schofer	Schofer, Joseph L.
Scholten	Scholten, Henk
Scholz	Scholz, Roland W.
ScholzG	Scholz, Gerhard
ScholzJ	Scholz, Joachim
Schonland	Schonland, Addison M.
Schrader	Schrader, R.
Schrammel	Schrammel, Johann
Schrank	Schrank, David
Schreckenberg	Schreckenberg, M.
Schreiber	Schreiber, Andrew
Schreuder	Schreuder, Yda
Schreyer	Schreyer, Christoph
Schroeder	Schröder, Stefan
SchroederA	Schröder, Antonius
Schuckel	Schuckel, Marcus
Schuemperlin	Schuemperlin, Oliver
Schuermann	Schürmann, C.
Schuessler	Schüssler, Nadine
Schuijbroek	Schuijbroek, Jasper
Schuler	Schuler, Harry J.
Schultes	Schultes, Dominik
SchultesD	Schultes, D.
Schultz	Schultz, Barbara
SchultzPW	Schultz, P. Wesley
Schulz	Schulz, Frank
Schulze	Schulze, Christoph
Schummer	Schummer, James
Schure	Schure, Jessica ter
Schuster	Schuster, Thomas D.
Schwanen	Schwanen, Tim
Schwartz	Schwartz, M.
SchwartzS	Schwartz, Shalom H.
Schwarze	Schwarze, B.
Schwefel	Schwefel, Hans-Paul
Schwerdtfeger	Schwerdtfeger, Thomas
Schwizer	Schwizer, Erich
Scola	Scola, Lisa
Scott	Scott, Darren M.
ScottK	Scott, Kelley A.
ScottM	Scott, Michael L.
Scrogin	Scrogin, D.
Seaborn	Seaborn, Catherine
Seah	Seah, Daniel W. M.
Sealy	Sealy, K.
Seaton	Seaton, Katherine A.
Secci	Secci, Stefano
Seddighi	Seddighi, Hamid R.
Seddon	Seddon, P.A.
Sedgewick	Sedgewick, Robert
Seidel	Seidel, Frauke
Seidl	Seidl, Irmi
Sekara	Sekara, Vedran
Sekhar	Sekhar, Somenahalli V. C.
Selart	Selart, M.
Sell	Sell, Thomas C.
Selle	Selle, K.
Selten	Selten, Reinhard.
Semenov	Semenov, S.
Sen	Sen, Sudeshna
SenP	Sen, Parongama
Senbil	Senbil, Metin
Sendhoff	Sendhoff, Bernhard
Sener	Sener, Ipek N.
Sengupta	Sengupta, Raja
Seredinski	Seredinski, A. M.
Serra	Serra, Daniel
Serrano	Serrano, \'Angeles
Serras	Serras, Joan
Sester	Sester, Monika
Setiadi	Setiadi, Neysa
Seuring	Seuring, Stefan A.
Sevcikova	Sevciková, Hana S.
Sevtsuk	Sevtsuk, Andres
Sewall	Sewall, Murphy A.
SewallJ	Sewall, Jason
Sexton	Sexton, Chris
Seya	Seya, H.
Sghaier	Sghaier, Manel
Shaffer	Shaffer, Blake
Shafizadeh	Shafizadeh, Kevan
Shah	Shah, Nilay
ShahM	Shah, Mohit
Shahabi	Shahabi, Cyrus
Shaheen	Shaheen, Susan A.
Shalaby	Shalaby, Amer
Shalizi	Shalizi, Cosma Rohilla
Shalunov	Shalunov, Stansislav
Sharma	Sharma, S.
Shatz	Shatz, Steven M.
Sheffi	Sheffi, Yosef
Shekhar	Shekhar, Shashi
Shen	Shen, Li
ShenQ	Shen, Qing
Shendarkar	Shendarkar, Ameya
Shenhar	Shenhar, Gilead
Sherali	Sherali, Hanif D.
Sherman	Sherman, Michael
Sheth	Sheth, J. N.
Shevell	Shevell, Steven K.
Shiftan	Shiftan, Yoram
Shim	Shim, Soyeon
Shin	Shin, Dong-Ho
Shimamoto	Shimamoto, Hiroshi
Shinozuka	Shinozuka, Masanobu
Shocker	Shocker, Allan D.
Shoshani	Shoshani, A.
Shoup	Shoup, D.
Shuai	Shuai, Bin
Shubik	Shubik, M.
Shugan	Shugan, Steven M.
Shulenberger	Shulenberger, Eric
Shuldiner	Shuldiner, Paul W.
Shulman	Shulman, Norman
Si	Si, BingFeng
Sicilia	Sicilia, Thomas G.
Sicks	Sicks, Kathrin
Siebenhuener	Siebenhüner, Bernd
Siegel	Siegel, Howard Jay
Sierzchula	Sierzchula, William
Sigmund	Sigmund, K.
Signer	Signer, T.
Sigua	Sigua, R. G.
Silm	Silm, Siiri
Silva	Silva, J. M. C. Santos
SilvaJ	Silva, J. A.
Silverman	Silverman, David
SilvermanB	Silverman, B.W.
Silverstein	Silverstein, Murray
SilvestreMadeira	Silvestre Madeira, Joaquim Joao E. R.
Simeone	Simeone, Bruno
Simini	Simini, Filippo
Simma	Simma, Anja
Simmonds	Simmonds, David
Simon	Simon, Patrice M.
SimonH	Simon, Herbert A.
SimonOnlyH	Simon, H.
Simoni	Simoni, Michele D.
SimonU	Simon, Ute
Simos	Simos, T. E.
Simpson	Simpson, B. M.
Sinden	Sinden, J. A.
Sing	Sing, Tien-Foo
Singer	Singer, Benno
Singh	Singh, Vishal
SinghS	Singh, Sujit K.
Singhi	Singhi, P.
Sinha	Sinha, Ashish
SinhaAK	Sinha, Ashok K.
SinuanyStern	Sinuany-Stern, Zila
Sirmans	Sirmans, Stacy G.
Sirois	Sirois, C.
Sissel	Sissel, S.
Sivakumar	Sivakumar, Aruna
Sivanandam	Sivanandam, S.N.
Sivaraman	Sivaraman, Vijayaraghavan
Skinner	Skinner, Jonathan
Skutella	Skutella, Martin
Slavin	Slavin, Howard
Sliwinski	Sliwinski, A.
Sloth	Sloth, Brigitte
Small	Small, Kenneth A.
SmallE	Small, E.
SmallK	Small, K.
Smieszek	Smieszek, Timo
Smit	Smit, Remko
Smith	Smith, B.
SmithBL	Smith, Brian L.
SmithJB	Smith, J. B.
SmithJC	Smith, J. Cole
SmithJE	Smith, J. E.
SmithJL	Smith, James L
SmithJM	Smith, Jane McKee
SmithJS	Smith, Jeff S.
SmithJamesP	Smith, James P.
SmithK	Smith, Kevin T.
SmithL	Smith, LaRon
SmithLovin	Smith-Lovin, Lynn
SmithMC	Smith, Mark C.
SmithMG	Smith, MacGregor
SmithMJ	Smith, M. J.
SmithPD	Smith, Paul D.
SmithRD	Smith, Roger D.
SmithRS	Smith, R. S.
SmithRobertL	Smith, Robert L.
SmithS	Smith, S. A.
SmithT	Smith, T.
SmithTR	Smith, Terence R.
Smock	Smock, R. B.
Smoreda	Smoreda, Zbigniew
Smyth	Smyth, Padhraic
Snediker	Snediker, Diane
Snelder	Snelder, M.
Snell	Snell, Tara
Snellen	Snellen, Danielle
Snijders	Snijders, Tom A. B.
Soane	Soane, Emma
Soares	Soares, Carlos
SoaresG	Soares, Goncalo Ducla
Sobel	Sobel, K. L.
Sobolevsky	Sobolevsky, Stanislav
Socha	Socha, D.
Soeoet	Sööt, Siim
Sohn	Sohn, Jungyul
Sohail	Sohail, Khalid
Sokolowski	Sokolowski, J. A.
Solanki	Solanki, Rajendra S.
Sole	Solé, R. V.
Solla	Solla, S.A.
Solomon	Solomon, Michael R.
SolomonC	Solomon, Charles
Somenahalli	Somenahalli, Sekhar V. C.
Sommer	Sommer, Heini
Son	Son, Young-Jun
Sonar	Sonar, Thomas
Song	Song, G.
SongC	Song, Chaoming
SongX	Song, Xianmin
Soo	Soo, Joyce
Soriguera	Soriguera, Francesc
Sorkin	Sorkin, M.
Sorlien	Sorlien, Sandy
Sosik	Sosik, Petr
Soto	Soto, Borja Garcia de
Souleyrette	Souleyrette, Reginald
Sousa	Sousa, Jorge Freire de
Southworth	Southworth, Frank
SouthworthM	Southworth, M.
Spacek	Spacek, Peter
SpacekDT	Spacek, D. T.
Spahn	Spahn, M.
Sparmann	Sparmann, Udo
Speck	Speck, Jeff
Speckman	Speckman, P.
Speed	Speed, Terry
Speisser	Speisser, Nicolas
Spiekermann	Spiekermann, K.
Spiess	Spiess, H.
Spiggle	Spiggle, Susan
Spissu	Spissu, Erika
Spitaels	Spitaels, Karel
Spring	Spring, Gary
SpringerTM	Springer, T.M.
Srdanovic	Srdanovic, Bogdan
Sreeram	Sreeram, P. A.
Srinivasan	Srinivasan, Sivaramakrishnan
SrinivasanSu	Srinivasan, Sumeeta
Srivastava	Srivastava, G.
Srour	Srour, Issam M.
Staelin	Staelin, Richard
Stahel	Stahel, Werner A.
StahelA	Stahel, Alexander
Stahlberg	Stahlberg, Dagmar
Stahlmann	Stahlmann, Arne
Stallings	Stallings, Robert A.
Stampacchia	Stampacchia, Guido
Stankovic	Stankovic, John A.
